company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),resolution,screentype,touchscreen,cpu(GHz),memory_1_storage_gb,memory_1_type,memory_2_storage_gb,memory_2_type,log_price
Dell,Latitude E5270,Ultrabook,12.5,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.5,1366x768,,False,2.3,256.0,SSD,0.0,,7.2535411515887
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.900636613018005
Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U ,4,AMD Radeon R5 M315,Windows 7,2.24,1366x768,,False,2.3,500.0,HDD,0.0,,6.64528600900176
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.56,1920x1080,,True,1.8,256.0,SSD,0.0,,6.955592608396297
Asus,ROG Strix,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.3,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.411556287811163
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6500U ,16,Intel HD Graphics 520,Windows 10,1.3,3200x1800,IPSPanel,True,2.5,512.0,SSD,0.0,,7.312553498102598
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,,False,2.7,256.0,SSD,0.0,,6.9975959829819265
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,,False,2.5,256.0,SSD,0.0,,6.851184927493743
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.3,1920x1080,,False,2.5,128.0,HDD,0.0,,6.380122536899765
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R5 M420,Windows 10,2.18,1920x1080,,False,2.5,256.0,SSD,0.0,,6.671792410205668
Lenovo,Thinkpad 13,Notebook,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.44,1920x1080,IPSPanel,False,2.4,180.0,SSD,0.0,,6.5998704992128365
Dell,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon R5 M430,Linux,2.2,1920x1080,,False,2.7,1000.0,HDD,0.0,,6.3967629746590475
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Intel Core i7 8550U ,12,Intel HD Graphics 620,Windows 10,2.2,1366x768,,True,1.8,1000.0,HDD,0.0,,6.411818267709897
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK ,16,Nvidia GeForce GTX 980M,Windows 10,4.6,1920x1080,IPSPanel,False,2.7,256.0,SSD,1000.0,Hybrid,7.919352554290369
Acer,TravelMate B,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,1.4,1366x768,,False,1.6,128.0,SSD,0.0,,6.075346031088684
Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1600 ,8,AMD Radeon RX 580,Windows 10,3.2,1920x1080,,False,3.2,256.0,SSD,1000.0,HDD,7.43543801981455
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.74,1920x1080,IPSPanel,True,2.4,256.0,SSD,0.0,,6.444131256700441
Lenovo,ThinkPad X270,Ultrabook,12.5,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.36,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,7.264730177929867
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.32,1920x1080,,False,2.7,2000.0,HDD,0.0,,6.897694842067519
HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.29,3840x2160,IPSPanel,True,1.8,1000.0,SSD,0.0,,7.803435056952168
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.86,1920x1080,,False,2,1000.0,HDD,0.0,,6.150602768446279
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A4-Series 7210 ,4,AMD Radeon R3,Windows 10,2.8,1600x900,,False,2.2,500.0,HDD,0.0,,5.937536205082426
Asus,Rog GL502VM-DS74,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.1,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.549082710812286
HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.43,1920x1080,,False,2.3,256.0,SSD,0.0,,7.321849713788356
Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ ,8,Nvidia Quadro M2200M,Windows 10,2.67,1920x1080,,False,2.9,256.0,SSD,0.0,,7.644919344958857
HP,Spectre 13-V111dx,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.11,1920x1080,IPSPanel,True,2.7,256.0,SSD,0.0,,7.207118856207756
MSI,GE63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.8,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.649216319820633
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.91,1366x768,,False,2.5,256.0,SSD,0.0,,6.361302477572996
Asus,Rog G752VS-BA171T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.3,1920x1080,IPSPanel,False,2.6,256.0,SSD,1000.0,HDD,7.762170607138205
HP,Probook 650,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.31,1920x1080,,False,2.3,500.0,HDD,0.0,,6.84587987526405
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.55,1920x1080,,True,1.6,1000.0,HDD,0.0,,6.490723534502507
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,4,Intel HD Graphics 620,Linux,1.93,1366x768,,False,2.6,500.0,HDD,0.0,,6.767343125265392
Acer,Aspire 1,Notebook,14.0,Intel Celeron Quad Core N3450 ,4,Intel HD Graphics 500,Windows 10,1.6,1920x1080,,False,1.1,32.0,FlashStorage,0.0,,5.796057750765372
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.42,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,8.054840221101024
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U ,8,AMD R17M-M1-70,Windows 10,1.9,1920x1080,,False,2.5,128.0,SSD,1000.0,HDD,6.70073110954781
HP,ProBook 440,Notebook,14.0,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,1.64,1920x1080,,False,2.7,256.0,SSD,0.0,,7.0778608569464385
HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,2.1,1920x1080,,False,1.8,512.0,SSD,0.0,,7.055312843339752
MSI,GS40 Phantom,Gaming,14.0,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,1.7,1920x1080,,False,2.6,256.0,SSD,1000.0,HDD,7.478169694159785
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.05,1920x1080,,False,1.6,256.0,SSD,0.0,,6.6052979209482015
Dell,Inspiron 5767,Notebook,17.3,Intel Core i7 7500U ,8,AMD Radeon R7 M445,Linux,2.83,1920x1080,,False,2.7,1000.0,HDD,0.0,,6.762729506931879
MSI,GP72MVR 7RFX,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.25063551189868
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.26,1920x1080,,False,2.5,500.0,HDD,0.0,,7.338888133838879
LG,Gram 15Z970,Ultrabook,15.6,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.08,1920x1080,IPSPanel,True,2.7,512.0,SSD,0.0,,7.649216319820633
Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.2,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.278628942320682
Lenovo,ThinkPad P51s,Workstation,15.6,Intel Core i7 6500U ,16,Nvidia Quadro M520M,Windows 7,2.18,1920x1080,,False,2.5,512.0,SSD,0.0,,7.5256399750415355
Asus,Rog Strix,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.2,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.803435056952168
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,1920x1080,IPSPanel,False,2.6,128.0,SSD,1000.0,HDD,7.740229524763182
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon R5 M430,Windows 10,2.3,1920x1080,,False,2.5,500.0,HDD,0.0,,6.371611847231857
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.17,2560x1440,IPSPanel,False,2.5,512.0,SSD,0.0,,7.430493663211738
Toshiba,Tecra Z40-C-12X,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.47,1920x1080,IPSPanel,False,2.3,128.0,SSD,0.0,,7.007600613951853
Acer,Chromebook C910-C2ST,Notebook,15.6,Intel Celeron Dual Core 3205U ,2,Intel HD Graphics,Chrome OS,2.19,1366x768,,False,1.5,16.0,SSD,0.0,,5.293304824724492
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,Intel Core i7 7500U ,12,Intel HD Graphics 620,Windows 10,2.15,1920x1080,IPSPanel,True,2.7,1000.0,HDD,0.0,,6.490723534502507
HP,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.88,1920x1080,,False,2.5,256.0,SSD,0.0,,7.683274759299943
Apple,MacBook Air,Ultrabook,11.6,Intel Core i5 ,4,Intel HD Graphics 6000,Mac OS X,1.08,1366x768,,False,1.6,256.0,FlashStorage,0.0,,6.8658910748834385
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U ,4,Nvidia GeForce 920MX,Windows 10,2.2,1920x1080,,False,2.7,1000.0,HDD,0.0,,6.683360945766275
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.1,1920x1080,,True,1.8,512.0,SSD,512.0,SSD,7.312553498102598
Asus,VivoBook S15,Ultrabook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,1.7,1920x1080,,False,2.7,256.0,SSD,0.0,,6.956450200520895
Asus,ZenBook 3,Ultrabook,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.1,1920x1080,,False,2.7,512.0,SSD,0.0,,7.549609165154532
Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Linux,2.0,1920x1080,,False,2,256.0,SSD,0.0,,6.028278520230698
Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 940MX,Windows 10,2.3,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.9196739683756645
Lenovo,ThinkPad Yoga,Netbook,12.5,Intel Core i7 6500U ,16,Intel HD Graphics 520,Windows 10,1.3,1920x1080,IPSPanel,True,2.50,512.0,SSD,0.0,,7.408530566894626
HP,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1060,Windows 10,2.62,1920x1080,,False,2.8,1000.0,HDD,0.0,,7.4949862339505335
MSI,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1920x1080,,False,2.5,256.0,SSD,0.0,,7.089243155027514
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.3,1920x1080,,False,2.7,256.0,SSD,0.0,,7.074345409881552
Lenovo,ThinkPad P51,Workstation,15.6,Intel Core i7 7700HQ ,8,Nvidia Quadro M1200,Windows 10,2.67,1920x1080,,False,2.8,512.0,SSD,0.0,,7.562681246721884
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.85,1920x1080,,False,2,1000.0,HDD,0.0,,6.1070228877422545
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U ,24,Intel HD Graphics 620,Windows 10,1.32,2560x1440,,False,2.7,512.0,SSD,0.0,,7.775695749915245
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon R5 M430,Linux,2.3,1920x1080,,False,2.5,256.0,SSD,0.0,,6.395094639270416
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.86,1920x1080,,False,2,500.0,HDD,0.0,,5.983936280687191
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.42,1920x1080,IPSPanel,False,2.8,512.0,SSD,1000.0,HDD,8.030373765850365
Acer,Aspire R7,2 in 1 Convertible,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.6,1920x1080,IPSPanel,True,2.5,256.0,SSD,0.0,,6.670778995036786
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1920x1080,IPSPanel,False,2.5,1000.0,HDD,0.0,,6.70808408385307
MSI,GP62M Leopard,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1920x1080,,False,2.8,128.0,SSD,1000.0,HDD,7.089243155027514
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 ,4,Intel HD Graphics,Windows 10,2.2,1366x768,,False,1.6,500.0,HDD,0.0,,5.910796644040527
Asus,Pro P2540UA-AB51,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.37,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.618738983517219
HP,Elitebook 820,Ultrabook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.26,1920x1080,,False,2.7,256.0,SSD,0.0,,7.19668657083435
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.36,1920x1080,IPSPanel,False,2.8,128.0,SSD,1000.0,HDD,7.826051997519029
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Intel Atom X5-Z8350 ,4,Intel HD Graphics 400,Windows 10,1.35,1920x1080,,False,1.44,32.0,FlashStorage,0.0,,5.278114659230517
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620 ,Windows 10,1.6,1920x1080,,False,2.5,128.0,SSD,0.0,,7.020190708311925
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 ,4,AMD R4 Graphics,Windows 10,2.2,1920x1080,,False,2.5,128.0,SSD,0.0,,5.988961416889864
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.5,1920x1080,,False,1.6,256.0,SSD,0.0,,6.833031732786201
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.71,1920x1080,,True,2.4,1000.0,HDD,0.0,,6.47543271670409
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Intel Core i5 7200U ,6,AMD Radeon 520,Windows 10,2.71,1920x1080,IPSPanel,False,2.5,2000.0,HDD,0.0,,6.54965074223381
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.65,1600x900,,False,2,1000.0,HDD,0.0,,6.299224944142071
Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.8,1920x1080,,False,1.8,128.0,SSD,1000.0,HDD,7.040536390215956
Mediacom,SmartBook 140,Notebook,14.0,Intel Atom x5-Z8350 ,2,Intel HD Graphics,Windows 10,1.4,1920x1080,,False,1.44,32.0,FlashStorage,0.0,,5.476463551931511
MSI,GE72VR 6RF,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1920x1080,,False,2.8,256.0,SSD,1000.0,HDD,7.377133712833954
HP,ProBook 430,Notebook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.49,1920x1080,,False,2.7,256.0,SSD,0.0,,6.993932975223189
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,4,Nvidia GeForce GTX 1050,Windows 10,2.4,1920x1080,IPSPanel,False,2.8,1000.0,HDD,0.0,,6.906754778648554
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,,False,2.7,256.0,SSD,1000.0,HDD,7.195937226475569
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.02,1920x1080,,False,1.8,128.0,SSD,2000.0,HDD,6.878223476376099
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920MX,No OS,2.2,1920x1080,,False,2.5,1000.0,HDD,0.0,,6.212606095751519
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.54,1600x900,,False,2,1000.0,HDD,0.0,,6.192362489474872
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i5 8250U ,4,AMD Radeon 530,Windows 10,1.4,1920x1080,IPSPanel,False,1.6,256.0,SSD,0.0,,6.707290117951893
Samsung,Chromebook 3,Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Chrome OS,1.15,1366x768,,False,1.6,16.0,FlashStorage,0.0,,5.594711379601839
Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U ,8,AMD Radeon RX 550,Windows 10,1.75,1920x1080,IPSPanel,False,1.6,256.0,SSD,0.0,,7.0175240639276275
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.23,1920x1080,,False,2.5,256.0,SSD,0.0,,6.53813982376767
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.8,1920x1080,,False,2,500.0,HDD,0.0,,6.270988431858299
MSI,GS63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.8,3840x2160,,False,2.8,256.0,SSD,2000.0,HDD,7.740229524763182
HP,Envy 13-AD007nv,Notebook,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.32,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.54965074223381
Asus,Rog GL552VW-DM201T,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.591,1920x1080,IPSPanel,False,2.6,256.0,SSD,1000.0,HDD,6.812345094177479
HP,EliteBook Folio,Netbook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.97,1920x1080,,False,1.2,512.0,SSD,0.0,,7.553810852008231
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.42,1920x1080,IPSPanel,False,2.8,256.0,SSD,1000.0,HDD,7.806427716167672
HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i7 7600U ,8,Intel HD Graphics 620,Windows 10,1.28,1920x1080,,True,2.8,256.0,SSD,0.0,,7.847371836159788
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 930M,Windows 10,2.2,1366x768,,False,2.5,500.0,HDD,0.0,,6.699500340161678
HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.1,1366x768,IPSPanel,False,1.8,1000.0,HDD,0.0,,6.804614520062624
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon R7 M445,Linux,2.33,1920x1080,,False,2.7,256.0,SSD,0.0,,6.6578441513284545
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.44,1366x768,,False,1.1,32.0,FlashStorage,0.0,,5.676753802268282
HP,ProBook 470,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.63,1920x1080,,False,2.7,1000.0,HDD,0.0,,7.154615356913663
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.3,1920x1080,IPSPanel,True,2.5,256.0,SSD,0.0,,6.9411900550683745
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,,False,2.7,256.0,SSD,1000.0,HDD,7.1098794630722715
Toshiba,Tecra Z50-D-10E,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,7.1372784372603855
Razer,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.95,1920x1080,,False,2.8,512.0,SSD,0.0,,7.972121128921655
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.36,3840x2160,,False,2.8,1000.0,SSD,1000.0,HDD,8.205054478530466
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Intel Core i5 6200U ,8,AMD Radeon R5 M330,Windows 10,2.5,1920x1080,,False,2.3,1000.0,Hybrid,0.0,,6.670119724014492
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,1920x1080,IPSPanel,False,2.5,512.0,SSD,0.0,,7.582224100019981
Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Linux,2.0,1920x1080,,False,2.5,256.0,SSD,0.0,,6.326149473155099
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.9,1366x768,,False,2.6,500.0,HDD,0.0,,6.916239188630447
Asus,Zenbook 3,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.1,1920x1080,,False,2.5,256.0,SSD,0.0,,7.034387929915503
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD A10-Series A10-9620P ,6,AMD Radeon 530,Windows 10,1.91,1920x1080,IPSPanel,False,2.5,128.0,SSD,0.0,,6.343704671756601
Acer,Aspire E5-774G,Notebook,17.3,Intel Core i3 6006U ,8,Nvidia GeForce 940MX,Windows 10,3.3,1600x900,,False,2.0,1000.0,HDD,0.0,,6.444131256700441
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Intel Core M M7-6Y75 ,8,Intel HD Graphics 515,Chrome OS,1.2,1920x1080,,False,1.2,64.0,FlashStorage,0.0,,7.055312843339752
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.42,2560x1440,,True,2.7,256.0,SSD,0.0,,7.859413154693583
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,4,Nvidia GeForce 920MX,Windows 10,2.79,1600x900,,False,2.5,1000.0,HDD,0.0,,6.3784261836515865
Lenovo,Thinkpad T570,Workstation,15.6,Intel Core i7 7600U ,16,Nvidia GeForce 940MX,Windows 10,2.3,3840x2160,IPSPanel,False,2.8,512.0,SSD,0.0,,7.801800401908973
Lenovo,Thinkpad P51s,Workstation,15.6,Intel Core i7 7600U ,16,Nvidia Quadro M520M,Windows 10,2.5,3840x2160,IPSPanel,False,2.8,1000.0,SSD,0.0,,8.101374671228582
HP,EliteBook 850,Notebook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.84,1920x1080,,False,2.5,256.0,SSD,0.0,,7.1139479728364305
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Intel Core M 6Y30 ,8,Intel HD Graphics 515,Windows 10,1.2,1920x1080,IPSPanel,False,0.9,512.0,SSD,0.0,,6.591673732008658
HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U ,8,Nvidia GeForce 930MX ,Windows 10,2.1,1920x1080,,False,1.6,256.0,SSD,0.0,,6.778784897685177
Chuwi,"LapBook 15.6""",Notebook,15.6,Intel Atom x5-Z8300 ,4,Intel HD Graphics,Windows 10,1.89,1920x1080,,False,1.44,64.0,FlashStorage,0.0,,5.501217393385187
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce GTX 950M,No OS,2.69,1920x1080,,False,2.7,128.0,SSD,1000.0,HDD,6.790097235513905
HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,1.54,1920x1080,,False,2.3,256.0,SSD,0.0,,7.003056367836049
Toshiba,Portege X30-D-10V,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,1920x1080,,False,2.5,256.0,SSD,0.0,,7.29641326877392
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,No OS,1.9,1366x768,,False,1.1,1000.0,HDD,0.0,,5.530856639502609
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.1,1920x1080,IPSPanel,False,2.5,256.0,SSD,0.0,,6.906754778648554
Lenovo,ThinkPad T460,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.7,1920x1080,,False,2.3,180.0,SSD,0.0,,7.089243155027514
